Number,Title,Color,Fit Type,Waist Line,Length,Fabric,Pattern,Pocket,Occasion,Clothing Detail,Pant Leg Style,Image URL,Product URL
146,Cider Denim Low Rise Ripped Baggy Jeans,Blue,Oversized,Low Rise,Long,90% Cotton 10% Polyester,Solid,Yes,Daily Casual,Patched Pocket Ripped Zipper,Wide Leg Trousers,https://img1.shopcider.com/product/1735635351000-shNdjh.jpg,https://www.shopcider.com/goods/cider-denim-low-rise-patchy-ripped-wide-leg-trousers-114337873?style_id=2114927&ciderListName=Jeans&selectSkuIndex=0&moduleTitle=1&p=114337873&shopPage=12&shopIndex=156&navTitle=&navId=&listSource=activity-9324%3Bproduct-waterfall%3B156&listId=125061&listAttribute=&operationContent=&operationImage=&linkUrl=&operationpageTitle=&operationPosition=&operationType=&productPosition=157&strategyNameList=&businessTracking=eyJmaXJzdEltYWdlVHlwZSI6Iuato%20mdouS4i%20WNiui6qyIsIml0ZW1UeXBlIjowLCJsaXN0SWQiOjEyNTA2MSwibGlzdFRpdGxlIjoiSmVhbnMiLCJsaXN0VHlwZSI6MiwibW9kdWxlSWQiOjMsIm1vZHVsZVR5cGUiOiJCU19IT1RfUkVDQUxMLENPTExFQ1RJT05fT0ZGTElORSIsIm9yaWdpbmFsUHJpY2UiOjQ3LjkwLCJwcm9kdWN0UHJpbWFyeUltYWdlRmxhZyI6dHJ1ZSwic2FsZVByaWNlIjoxOS4xNiwic2NlbmUiOiJCRVNUX1NFTExFUiIsInNrY0ZpcnN0SW1nIjoiMTczNzM3NzA2NTAwMC1HYnpaUWouanBnIiwic3B1IjoxMTQzMzc4NzMsInNwdUNvZGUiOiJDRDIwMjQxMTEzNTc4OTAzSk4iLCJzdHJhdGVneU5hbWUiOiJyZWNvX3JlcV90aW1lOjE3NjMwMzY3OTcwOTEtYWxsX3VzZXJfZXhwOmV4cC1jb2xsZWN0aW9uSWQ6MTI1MDYxOkNvbnRyb2wiLCJ0cmFja2luZ0lkIjoiNjBlY2E1NDEtN2VlYi00ODhkLThjY2QtNzcyNDQxNGFmMWRhIn0%3D&activityId=9324&activity_id=9324
147,Cider Denim Low Rise Pocket Barrel-leg Jeans,Green Olive,Oversized,Low Rise,Long,100% Cotton,Solid,Yes,Daily Casual,Button Pocket,Barrel-leg Trousers,https://img1.shopcider.com/product/1758549220000-tWN3Ma.jpg,https://www.shopcider.com/goods/cider-denim-low-rise-barrel-leg-jeans-114936302?style_id=2207014&ciderListName=Jeans&selectSkuIndex=0&moduleTitle=1&p=114936302&shopPage=12&shopIndex=157&navTitle=&navId=&listSource=activity-9324%3Bproduct-waterfall%3B157&listId=125061&listAttribute=&operationContent=&operationImage=&linkUrl=&operationpageTitle=&operationPosition=&operationType=&productPosition=158&strategyNameList=&businessTracking=eyJmaXJzdEltYWdlVHlwZSI6Iuato%20mdouWbviIsIml0ZW1UeXBlIjowLCJsaXN0SWQiOjEyNTA2MSwibGlzdFRpdGxlIjoiSmVhbnMiLCJsaXN0VHlwZSI6MiwibW9kdWxlSWQiOjMsIm1vZHVsZVR5cGUiOiJCU19IT1RfUkVDQUxMLENPTExFQ1RJT05fT0ZGTElORSIsInByb2R1Y3RQcmltYXJ5SW1hZ2VGbGFnIjp0cnVlLCJzYWxlUHJpY2UiOjQ0LjkwLCJzY2VuZSI6IkJFU1RfU0VMTEVSIiwic2tjRmlyc3RJbWciOiIxNzU4NTQ5MjIwMDAwLXRXTjNNYS5qcGciLCJzcHUiOjExNDkzNjMwMiwic3B1Q29kZSI6IkNEMjAyNTA2Mjc2MjYyNDFKTiIsInN0cmF0ZWd5TmFtZSI6InJlY29fcmVxX3RpbWU6MTc2MzAzNjc5NzA5MS1hbGxfdXNlcl9leHA6ZXhwLWNvbGxlY3Rpb25JZDoxMjUwNjE6Q29udHJvbCIsInRyYWNraW5nSWQiOiI2MGVjYTU0MS03ZWViLTQ4OGQtOGNjZC03NzI0NDE0YWYxZGEifQ%3D%3D&activityId=9324&activity_id=9324
148,Cider Denim Mid Rise Wide Leg Jeans,Blue,Oversized,Mid Rise,Long,65% Lyocell 35% Cotton,Solid,Yes,Daily Casual,Pocket,Wide Leg Trousers,https://img1.shopcider.com/product/1733827322000-EiThQB.jpg,https://www.shopcider.com/goods/cider-denim-mid-rise-wide-leg-jeans-114314417?style_id=2110161&ciderListName=Jeans&selectSkuIndex=0&moduleTitle=1&p=114314417&shopPage=12&shopIndex=158&navTitle=&navId=&listSource=activity-9324%3Bproduct-waterfall%3B158&listId=125061&listAttribute=&operationContent=&operationImage=&linkUrl=&operationpageTitle=&operationPosition=&operationType=&productPosition=159&strategyNameList=&businessTracking=eyJmaXJzdEltYWdlVHlwZSI6Iuato%20mdouS4i%20WNiui6qyIsIml0ZW1UeXBlIjowLCJsaXN0SWQiOjEyNTA2MSwibGlzdFRpdGxlIjoiSmVhbnMiLCJsaXN0VHlwZSI6MiwibW9kdWxlSWQiOjMsIm1vZHVsZVR5cGUiOiJCU19IT1RfUkVDQUxMLENPTExFQ1RJT05fT0ZGTElORSIsIm9yaWdpbmFsUHJpY2UiOjQ3LjkwLCJwcm9kdWN0UHJpbWFyeUltYWdlRmxhZyI6dHJ1ZSwic2FsZVByaWNlIjozOC4zMiwic2NlbmUiOiJCRVNUX1NFTExFUiIsInNrY0ZpcnN0SW1nIjoiMTczNzM3NzA2NDAwMC16UVFkZEcuanBnIiwic3B1IjoxMTQzMTQ0MTcsInNwdUNvZGUiOiJDRDIwMjQxMTA2NTc1MzQxSk4iLCJzdHJhdGVneU5hbWUiOiJyZWNvX3JlcV90aW1lOjE3NjMwMzY3OTcwOTEtYWxsX3VzZXJfZXhwOmV4cC1jb2xsZWN0aW9uSWQ6MTI1MDYxOkNvbnRyb2wiLCJ0cmFja2luZ0lkIjoiNjBlY2E1NDEtN2VlYi00ODhkLThjY2QtNzcyNDQxNGFmMWRhIn0%3D&activityId=9324&activity_id=9324
149,Cider Denim Mid Rise Roll Hem Straight Leg Jeans,Blue,Regular,Mid Rise,Long,93% Cotton 7% Polyester; 80% Cotton 20% Polyester,Solid,Yes,Daily Casual,Pocket,Straight Leg Trousers,https://img1.shopcider.com/product/1733735965000-xNchfT.jpg,https://www.shopcider.com/goods/cider-denim-mid-rise-patchy-roll-hem-straight-leg-jeans-114268331?style_id=2108796&ciderListName=Jeans&selectSkuIndex=0&moduleTitle=1&p=114268331&shopPage=12&shopIndex=159&navTitle=&navId=&listSource=activity-9324%3Bproduct-waterfall%3B159&listId=125061&listAttribute=&operationContent=&operationImage=&linkUrl=&operationpageTitle=&operationPosition=&operationType=&productPosition=160&strategyNameList=&businessTracking=eyJmaXJzdEltYWdlVHlwZSI6Iuato%20mdouS4i%20WNiui6qyIsIml0ZW1UeXBlIjowLCJsaXN0SWQiOjEyNTA2MSwibGlzdFRpdGxlIjoiSmVhbnMiLCJsaXN0VHlwZSI6MiwibW9kdWxlSWQiOjMsIm1vZHVsZVR5cGUiOiJCU19IT1RfUkVDQUxMLENPTExFQ1RJT05fT0ZGTElORSIsIm9yaWdpbmFsUHJpY2UiOjQ3LjkwLCJwcm9kdWN0UHJpbWFyeUltYWdlRmxhZyI6dHJ1ZSwic2FsZVByaWNlIjoyOC43NCwic2NlbmUiOiJCRVNUX1NFTExFUiIsInNrY0ZpcnN0SW1nIjoiMTc1MDE0NjUxODAwMC1EaFk1bkUuanBnIiwic3B1IjoxMTQyNjgzMzEsInNwdUNvZGUiOiJDRDIwMjQxMDMwNTcxNjg2Sk4iLCJzdHJhdGVneU5hbWUiOiJyZWNvX3JlcV90aW1lOjE3NjMwMzY3OTcwOTEtYWxsX3VzZXJfZXhwOmV4cC1jb2xsZWN0aW9uSWQ6MTI1MDYxOkNvbnRyb2wiLCJ0cmFja2luZ0lkIjoiNjBlY2E1NDEtN2VlYi00ODhkLThjY2QtNzcyNDQxNGFmMWRhIn0%3D&activityId=9324&activity_id=9324
150,Denim High Rise Pleated Baggy Jeans,Blue,Oversized,High Rise,Long,70% Cotton 16% Viscose 14% Polyester,Solid,Yes,Daily Casual,Pleated,Wide Leg Trousers,https://img1.shopcider.com/product/1733827284000-krj7kh.jpg,https://www.shopcider.com/goods/denim-high-rise-pleated-wide-leg-jeans-114303167?style_id=2110236&ciderListName=Jeans&selectSkuIndex=0&moduleTitle=1&p=114303167&shopPage=12&shopIndex=160&navTitle=&navId=&listSource=activity-9324%3Bproduct-waterfall%3B160&listId=125061&listAttribute=&operationContent=&operationImage=&linkUrl=&operationpageTitle=&operationPosition=&operationType=&productPosition=161&strategyNameList=&businessTracking=eyJmaXJzdEltYWdlVHlwZSI6Iuato%20mdouS4i%20WNiui6qyIsIml0ZW1UeXBlIjowLCJsaXN0SWQiOjEyNTA2MSwibGlzdFRpdGxlIjoiSmVhbnMiLCJsaXN0VHlwZSI6MiwibW9kdWxlSWQiOjMsIm1vZHVsZVR5cGUiOiJCU19IT1RfUkVDQUxMLENPTExFQ1RJT05fT0ZGTElORSIsInByb2R1Y3RQcmltYXJ5SW1hZ2VGbGFnIjp0cnVlLCJzYWxlUHJpY2UiOjQ0LjkwLCJzY2VuZSI6IkJFU1RfU0VMTEVSIiwic2tjRmlyc3RJbWciOiIxNzM1Nzg2ODQ0MDAwLW1qeXJqYS5qcGciLCJzcHUiOjExNDMwMzE2Nywic3B1Q29kZSI6IkNEMjAyNDExMTg1ODAzMzlKTiIsInN0cmF0ZWd5TmFtZSI6InJlY29fcmVxX3RpbWU6MTc2MzAzNjc5NzA5MS1hbGxfdXNlcl9leHA6ZXhwLWNvbGxlY3Rpb25JZDoxMjUwNjE6Q29udHJvbCIsInRyYWNraW5nSWQiOiI2MGVjYTU0MS03ZWViLTQ4OGQtOGNjZC03NzI0NDE0YWYxZGEifQ%3D%3D&activityId=9324&activity_id=9324
151,Denim Mid Rise Layered Ruffle Hem Wide Leg Jeans,Navy,Oversized,Mid Rise,Long,60% Cotton 25% Polyester 15% Viscose,Solid,No,School Daily Casual,Ruffle Hem,Wide Leg Trousers,https://img1.shopcider.com/product/1753768861000-JtGhs7.jpg,https://www.shopcider.com/goods/denim-mid-rise-layered-ruffle-hem-wide-leg-jeans-114791055?style_id=2187635&ciderListName=Jeans&selectSkuIndex=0&moduleTitle=1&p=114791055&shopPage=12&shopIndex=161&navTitle=&navId=&listSource=activity-9324%3Bproduct-waterfall%3B161&listId=125061&listAttribute=&operationContent=&operationImage=&linkUrl=&operationpageTitle=&operationPosition=&operationType=&productPosition=162&strategyNameList=&businessTracking=eyJmaXJzdEltYWdlVHlwZSI6Iuato%20mdouS4i%20WNiui6qyIsIml0ZW1UeXBlIjowLCJsaXN0SWQiOjEyNTA2MSwibGlzdFRpdGxlIjoiSmVhbnMiLCJsaXN0VHlwZSI6MiwibW9kdWxlSWQiOjMsIm1vZHVsZVR5cGUiOiJCU19IT1RfUkVDQUxMLENPTExFQ1RJT05fT0ZGTElORSIsInByb2R1Y3RQcmltYXJ5SW1hZ2VGbGFnIjp0cnVlLCJzYWxlUHJpY2UiOjM3LjkwLCJzY2VuZSI6IkJFU1RfU0VMTEVSIiwic2tjRmlyc3RJbWciOiIxNzU2Nzg0MTkzMDAwLTdXRHRIbS5qcGciLCJzcHUiOjExNDc5MTA1NSwic3B1Q29kZSI6IkNEMjAyNTA1MjI2MTg2ODBKTiIsInN0cmF0ZWd5TmFtZSI6InJlY29fcmVxX3RpbWU6MTc2MzAzNjc5NzA5MS1hbGxfdXNlcl9leHA6ZXhwLWNvbGxlY3Rpb25JZDoxMjUwNjE6Q29udHJvbCIsInRyYWNraW5nSWQiOiI2MGVjYTU0MS03ZWViLTQ4OGQtOGNjZC03NzI0NDE0YWYxZGEifQ%3D%3D&activityId=9324&activity_id=9324
152,Cider Denim Mid Rise Starfish Rhinestone Baggy Jeans,Blue,Oversized,Mid Rise,Long,70% Cotton 30% Polyester,Solid,Yes,Daily Casual,Pocket Rhinestone,Wide Leg Trousers,https://img1.shopcider.com/product/1748521967000-jQWmNk.jpg,https://www.shopcider.com/goods/cider-denim-mid-rise-starfish-rhinestone-baggy-jeans-114655662?style_id=2165580&ciderListName=Jeans&selectSkuIndex=0&moduleTitle=1&p=114655662&shopPage=12&shopIndex=162&navTitle=&navId=&listSource=activity-9324%3Bproduct-waterfall%3B162&listId=125061&listAttribute=&operationContent=&operationImage=&linkUrl=&operationpageTitle=&operationPosition=&operationType=&productPosition=163&strategyNameList=&businessTracking=eyJmaXJzdEltYWdlVHlwZSI6Iuato%20mdouWbviIsIml0ZW1UeXBlIjowLCJsaXN0SWQiOjEyNTA2MSwibGlzdFRpdGxlIjoiSmVhbnMiLCJsaXN0VHlwZSI6MiwibW9kdWxlSWQiOjMsIm1vZHVsZVR5cGUiOiJCU19IT1RfUkVDQUxMLENPTExFQ1RJT05fT0ZGTElORSIsIm9yaWdpbmFsUHJpY2UiOjQ3LjkwLCJwcm9kdWN0UHJpbWFyeUltYWdlRmxhZyI6dHJ1ZSwic2FsZVByaWNlIjoxOC45OSwic2NlbmUiOiJCRVNUX1NFTExFUiIsInNrY0ZpcnN0SW1nIjoiMTc0ODUyMTk2NzAwMC1qUVdtTmsuanBnIiwic3B1IjoxMTQ2NTU2NjIsInNwdUNvZGUiOiJDRDIwMjUwNDAxNjA4MDkxSk4iLCJzdHJhdGVneU5hbWUiOiJyZWNvX3JlcV90aW1lOjE3NjMwMzY3OTcwOTEtYWxsX3VzZXJfZXhwOmV4cC1jb2xsZWN0aW9uSWQ6MTI1MDYxOkNvbnRyb2wiLCJ0cmFja2luZ0lkIjoiNjBlY2E1NDEtN2VlYi00ODhkLThjY2QtNzcyNDQxNGFmMWRhIn0%3D&activityId=9324&activity_id=9324
153,Cider Denim Low Rise Polka Dots Straight Leg Jeans,Blue,Oversized,Low Rise,Long,60% Cotton 38% Polyester 2% Elastane,Spots,Yes,School,Pocket,Straight Leg Trousers,https://img1.shopcider.com/product/1747226039000-8hFEpT.jpg,https://www.shopcider.com/goods/cider-denim-low-rise-polka-dots-jeans-114646059?style_id=2163322&ciderListName=Jeans&selectSkuIndex=0&moduleTitle=1&p=114646059&shopPage=12&shopIndex=163&navTitle=&navId=&listSource=activity-9324%3Bproduct-waterfall%3B163&listId=125061&listAttribute=&operationContent=&operationImage=&linkUrl=&operationpageTitle=&operationPosition=&operationType=&productPosition=164&strategyNameList=&businessTracking=eyJmaXJzdEltYWdlVHlwZSI6Iuato%20mdouWbviIsIml0ZW1UeXBlIjowLCJsaXN0SWQiOjEyNTA2MSwibGlzdFRpdGxlIjoiSmVhbnMiLCJsaXN0VHlwZSI6MiwibW9kdWxlSWQiOjMsIm1vZHVsZVR5cGUiOiJCU19IT1RfUkVDQUxMLENPTExFQ1RJT05fT0ZGTElORSIsInByb2R1Y3RQcmltYXJ5SW1hZ2VGbGFnIjp0cnVlLCJzYWxlUHJpY2UiOjQ0LjkwLCJzY2VuZSI6IkJFU1RfU0VMTEVSIiwic2tjRmlyc3RJbWciOiIxNzQ3MjI2MDM5MDAwLThoRkVwVC5qcGciLCJzcHUiOjExNDY0NjA1OSwic3B1Q29kZSI6IkNEMjAyNTA0MTY2MTEyMzBKTiIsInN0cmF0ZWd5TmFtZSI6InJlY29fcmVxX3RpbWU6MTc2MzAzNjc5NzA5MS1hbGxfdXNlcl9leHA6ZXhwLWNvbGxlY3Rpb25JZDoxMjUwNjE6Q29udHJvbCIsInRyYWNraW5nSWQiOiI2MGVjYTU0MS03ZWViLTQ4OGQtOGNjZC03NzI0NDE0YWYxZGEifQ%3D%3D&activityId=9324&activity_id=9324
154,Cider Denim Low Rise Wide Leg Jeans,Yellow,Oversized,Low Rise,Long,100% Cotton,Solid,Yes,Daily Casual,Button Pocket Zipper,Wide Leg Trousers,https://img1.shopcider.com/product/1733972936000-6732YM.jpg,https://www.shopcider.com/goods/cider-denim-low-rise-wide-leg-trousers-114314382?style_id=2110152&ciderListName=Jeans&selectSkuIndex=0&moduleTitle=1&p=114314382&shopPage=12&shopIndex=164&navTitle=&navId=&listSource=activity-9324%3Bproduct-waterfall%3B164&listId=125061&listAttribute=&operationContent=&operationImage=&linkUrl=&operationpageTitle=&operationPosition=&operationType=&productPosition=165&strategyNameList=&businessTracking=eyJmaXJzdEltYWdlVHlwZSI6Iuato%20mdouS4i%20WNiui6qyIsIml0ZW1UeXBlIjowLCJsaXN0SWQiOjEyNTA2MSwibGlzdFRpdGxlIjoiSmVhbnMiLCJsaXN0VHlwZSI6MiwibW9kdWxlSWQiOjMsIm1vZHVsZVR5cGUiOiJCU19IT1RfUkVDQUxMLENPTExFQ1RJT05fT0ZGTElORSIsIm9yaWdpbmFsUHJpY2UiOjQ3LjkwLCJwcm9kdWN0UHJpbWFyeUltYWdlRmxhZyI6dHJ1ZSwic2FsZVByaWNlIjoxOS4xNiwic2NlbmUiOiJCRVNUX1NFTExFUiIsInNrY0ZpcnN0SW1nIjoiMTczNzM3NzA2NTAwMC1ON3NkV3ouanBnIiwic3B1IjoxMTQzMTQzODIsInNwdUNvZGUiOiJDRDIwMjQxMTA2NTc1NTQwSk4iLCJzdHJhdGVneU5hbWUiOiJyZWNvX3JlcV90aW1lOjE3NjMwMzY3OTcwOTEtYWxsX3VzZXJfZXhwOmV4cC1jb2xsZWN0aW9uSWQ6MTI1MDYxOkNvbnRyb2wiLCJ0cmFja2luZ0lkIjoiNjBlY2E1NDEtN2VlYi00ODhkLThjY2QtNzcyNDQxNGFmMWRhIn0%3D&activityId=9324&activity_id=9324
155,Cider Denim Low Rise Washed Patchy Baggy Jeans,Blue,Oversized,Low Rise,Long,86% Cotton 9% Viscose 5% Polyester,Solid,Yes,Daily Casual,Button Pocket,Wide Leg Trousers,https://img1.shopcider.com/product/1736768268000-wcXbzY.jpg,https://www.shopcider.com/goods/cider-denim-low-rise-washed-patchy-baggy-jeans-114361720?style_id=2121931&ciderListName=Jeans&selectSkuIndex=0&moduleTitle=1&p=114361720&shopPage=12&shopIndex=165&navTitle=&navId=&listSource=activity-9324%3Bproduct-waterfall%3B165&listId=125061&listAttribute=&operationContent=&operationImage=&linkUrl=&operationpageTitle=&operationPosition=&operationType=&productPosition=166&strategyNameList=&businessTracking=eyJmaXJzdEltYWdlVHlwZSI6Iuato%20mdouS4i%20WNiui6qyIsIml0ZW1UeXBlIjowLCJsaXN0SWQiOjEyNTA2MSwibGlzdFRpdGxlIjoiSmVhbnMiLCJsaXN0VHlwZSI6MiwibW9kdWxlSWQiOjMsIm1vZHVsZVR5cGUiOiJCU19IT1RfUkVDQUxMLENPTExFQ1RJT05fT0ZGTElORSIsIm9yaWdpbmFsUHJpY2UiOjQ3LjkwLCJwcm9kdWN0UHJpbWFyeUltYWdlRmxhZyI6dHJ1ZSwic2FsZVByaWNlIjoxOS4xNiwic2NlbmUiOiJCRVNUX1NFTExFUiIsInNrY0ZpcnN0SW1nIjoiMTc0MTE0NjU5NjAwMC1LYkQyYk4uanBnIiwic3B1IjoxMTQzNjE3MjAsInNwdUNvZGUiOiJDRDIwMjQxMjAzNTgzMzU0Sk4iLCJzdHJhdGVneU5hbWUiOiJyZWNvX3JlcV90aW1lOjE3NjMwMzY3OTcwOTEtYWxsX3VzZXJfZXhwOmV4cC1jb2xsZWN0aW9uSWQ6MTI1MDYxOkNvbnRyb2wiLCJ0cmFja2luZ0lkIjoiNjBlY2E1NDEtN2VlYi00ODhkLThjY2QtNzcyNDQxNGFmMWRhIn0%3D&activityId=9324&activity_id=9324
159,Denim Low Rise Pocket Cropped Barrel-leg Jeans,Blue,Oversized,Low Rise,Long,100% Cotton,Solid,Yes,Work,Pocket,Barrel-leg Trousers,https://img1.shopcider.com/product/1729960159000-NJCZmf.jpg,https://www.shopcider.com/goods/denim-low-rise-pocket-cropped-barrel-leg-trousers-114034674?style_id=2072304&ciderListName=Jeans&selectSkuIndex=0&moduleTitle=1&p=114034674&shopPage=12&shopIndex=170&navTitle=&navId=&listSource=activity-9324%3Bproduct-waterfall%3B170&listId=125061&listAttribute=&operationContent=&operationImage=&linkUrl=&operationpageTitle=&operationPosition=&operationType=&productPosition=171&strategyNameList=&businessTracking=eyJmaXJzdEltYWdlVHlwZSI6Iuato%20mdouWbviIsIml0ZW1UeXBlIjowLCJsaXN0SWQiOjEyNTA2MSwibGlzdFRpdGxlIjoiSmVhbnMiLCJsaXN0VHlwZSI6MiwibW9kdWxlSWQiOjMsIm1vZHVsZVR5cGUiOiJCU19IT1RfUkVDQUxMLENPTExFQ1RJT05fT0ZGTElORSIsInByb2R1Y3RQcmltYXJ5SW1hZ2VGbGFnIjp0cnVlLCJzYWxlUHJpY2UiOjM5LjkwLCJzY2VuZSI6IkJFU1RfU0VMTEVSIiwic2tjRmlyc3RJbWciOiIxNzI5OTYwMTU5MDAwLU5KQ1ptZi5qcGciLCJzcHUiOjExNDAzNDY3NCwic3B1Q29kZSI6IkNEMjAyNDA5MDM1NDQ1MTNKTiIsInN0cmF0ZWd5TmFtZSI6InJlY29fcmVxX3RpbWU6MTc2MzAzNjc5NzA5MS1hbGxfdXNlcl9leHA6ZXhwLWNvbGxlY3Rpb25JZDoxMjUwNjE6Q29udHJvbCIsInRyYWNraW5nSWQiOiI2MGVjYTU0MS03ZWViLTQ4OGQtOGNjZC03NzI0NDE0YWYxZGEifQ%3D%3D&activityId=9324&activity_id=9324
160,High Stretch Denim Mid Rise Solid Belted Flared Jeans,Blue,Slim,Mid Rise,Long,70% Cotton 28% Polyester 2% spandex,Solid,Yes,Music Festival/Live House,Belted Button Pocket,Flared Trousers,https://img1.shopcider.com/product/1721985242000-crn7N3.jpg,https://www.shopcider.com/goods/high-stretch-denim-low-rise-solid-belted-flared-jeans-111810833?style_id=2023781&ciderListName=Jeans&selectSkuIndex=0&moduleTitle=1&p=111810833&shopPage=12&shopIndex=171&navTitle=&navId=&listSource=activity-9324%3Bproduct-waterfall%3B171&listId=125061&listAttribute=&operationContent=&operationImage=&linkUrl=&operationpageTitle=&operationPosition=&operationType=&productPosition=172&strategyNameList=&businessTracking=eyJmaXJzdEltYWdlVHlwZSI6Iuato%20mdouS4i%20WNiui6qyIsIml0ZW1UeXBlIjowLCJsaXN0SWQiOjEyNTA2MSwibGlzdFRpdGxlIjoiSmVhbnMiLCJsaXN0VHlwZSI6MiwibW9kdWxlSWQiOjMsIm1vZHVsZVR5cGUiOiJCU19IT1RfUkVDQUxMLENPTExFQ1RJT05fT0ZGTElORSIsIm9yaWdpbmFsUHJpY2UiOjM5LjkwLCJwcm9kdWN0UHJpbWFyeUltYWdlRmxhZyI6dHJ1ZSwic2FsZVByaWNlIjoxMy45OSwic2NlbmUiOiJCRVNUX1NFTExFUiIsInNrY0ZpcnN0SW1nIjoiMTcyMzgxMDgxNTAwMC00UDUzcGkuanBnIiwic3B1IjoxMTE4MTA4MzMsInNwdUNvZGUiOiJDRDIwMjQwNTE5NDgzODIxSk4iLCJzdHJhdGVneU5hbWUiOiJyZWNvX3JlcV90aW1lOjE3NjMwMzY3OTcwOTEtYWxsX3VzZXJfZXhwOmV4cC1jb2xsZWN0aW9uSWQ6MTI1MDYxOkNvbnRyb2wiLCJ0cmFja2luZ0lkIjoiNjBlY2E1NDEtN2VlYi00ODhkLThjY2QtNzcyNDQxNGFmMWRhIn0%3D&activityId=9324&activity_id=9324
161,Cider Denim Low Rise Raw Hem Wide Leg Jeans,Blue,Oversized,Low Rise,Long,92% Cotton 6% Viscose 2% Polyester,Solid,Yes,Outdoor,Raw Hem,Wide Leg Trousers,https://img1.shopcider.com/product/1730381691000-px26Bz.jpg,https://www.shopcider.com/goods/denim-low-rise-raw-hem-wide-leg-jeans-114037232?style_id=2074560&ciderListName=Jeans&selectSkuIndex=0&moduleTitle=1&p=114037232&shopPage=12&shopIndex=172&navTitle=&navId=&listSource=activity-9324%3Bproduct-waterfall%3B172&listId=125061&listAttribute=&operationContent=&operationImage=&linkUrl=&operationpageTitle=&operationPosition=&operationType=&productPosition=173&strategyNameList=&businessTracking=eyJmaXJzdEltYWdlVHlwZSI6Iuato%20mdouWbviIsIml0ZW1UeXBlIjowLCJsaXN0SWQiOjEyNTA2MSwibGlzdFRpdGxlIjoiSmVhbnMiLCJsaXN0VHlwZSI6MiwibW9kdWxlSWQiOjMsIm1vZHVsZVR5cGUiOiJCU19IT1RfUkVDQUxMLENPTExFQ1RJT05fT0ZGTElORSIsIm9yaWdpbmFsUHJpY2UiOjQyLjkwLCJwcm9kdWN0UHJpbWFyeUltYWdlRmxhZyI6dHJ1ZSwic2FsZVByaWNlIjoxOC45OSwic2NlbmUiOiJCRVNUX1NFTExFUiIsInNrY0ZpcnN0SW1nIjoiMTczMDM4MTY5MTAwMC1weDI2QnouanBnIiwic3B1IjoxMTQwMzcyMzIsInNwdUNvZGUiOiJDRDIwMjQwOTAzNTQ0NDYySk4iLCJzdHJhdGVneU5hbWUiOiJyZWNvX3JlcV90aW1lOjE3NjMwMzY3OTcwOTEtYWxsX3VzZXJfZXhwOmV4cC1jb2xsZWN0aW9uSWQ6MTI1MDYxOkNvbnRyb2wiLCJ0cmFja2luZ0lkIjoiNjBlY2E1NDEtN2VlYi00ODhkLThjY2QtNzcyNDQxNGFmMWRhIn0%3D&activityId=9324&activity_id=9324
162,Cider Denim Low Rise Pocket Cropped Straight Leg Jeans,Blue,Regular,Low Rise,Cropped,48% Cotton 36% Viscose 16% Polyester,Solid,Yes,Daily Casual,Button Pocket,Straight Leg Trousers,https://img1.shopcider.com/product/1733218330000-ZcMT43.jpg,https://www.shopcider.com/goods/cider-denim-low-rise-pocket-cropped-straight-leg-jeans-114205918?style_id=2106125&ciderListName=Jeans&selectSkuIndex=0&moduleTitle=1&p=114205918&shopPage=12&shopIndex=173&navTitle=&navId=&listSource=activity-9324%3Bproduct-waterfall%3B173&listId=125061&listAttribute=&operationContent=&operationImage=&linkUrl=&operationpageTitle=&operationPosition=&operationType=&productPosition=174&strategyNameList=&businessTracking=eyJmaXJzdEltYWdlVHlwZSI6Iuato%20mdouWbviIsIml0ZW1UeXBlIjowLCJsaXN0SWQiOjEyNTA2MSwibGlzdFRpdGxlIjoiSmVhbnMiLCJsaXN0VHlwZSI6MiwibW9kdWxlSWQiOjMsIm1vZHVsZVR5cGUiOiJCU19IT1RfUkVDQUxMLENPTExFQ1RJT05fT0ZGTElORSIsInByb2R1Y3RQcmltYXJ5SW1hZ2VGbGFnIjp0cnVlLCJzYWxlUHJpY2UiOjM5LjkwLCJzY2VuZSI6IkJFU1RfU0VMTEVSIiwic2tjRmlyc3RJbWciOiIxNzMzMjE4MzMwMDAwLVpjTVQ0My5qcGciLCJzcHUiOjExNDIwNTkxOCwic3B1Q29kZSI6IkNEMjAyNDEwMjg1NzEyMDhKTiIsInN0cmF0ZWd5TmFtZSI6InJlY29fcmVxX3RpbWU6MTc2MzAzNjc5NzA5MS1hbGxfdXNlcl9leHA6ZXhwLWNvbGxlY3Rpb25JZDoxMjUwNjE6Q29udHJvbCIsInRyYWNraW5nSWQiOiI2MGVjYTU0MS03ZWViLTQ4OGQtOGNjZC03NzI0NDE0YWYxZGEifQ%3D%3D&activityId=9324&activity_id=9324
