Number,Title,Color,Fit Type,Waist Line,Length,Fabric,Pattern,Sleeve Type,Neckline,Chest Pad,Lining,Pocket,Occasion,Clothing Detail,Pant Leg Style,Image URL,Product URL
11,Hooded Puffer Jacket,Creamy White,Oversized,,Long,100% Polyester,Solid,,Hooded,,,Yes,Daily Casual,Drawstring Pocket Zipper,,https://img1.shopcider.com/product/1691120707000-dn533Y.jpg,https://www.shopcider.com/goods/solid-hooded-puffer-coat-1053804?style_id=1152419&ciderListName=Outerwear%20&%20Jackets=&selectSkuIndex=0&moduleTitle=1&p=1053804&shopPage=31&shopIndex=10&navTitle=&navId=&listSource=activity-10346%3Bproduct-waterfall%3B10&listId=125032&listAttribute=&operationContent=&operationImage=&linkUrl=&operationpageTitle=&operationPosition=&operationType=&productPosition=11&strategyNameList=&businessTracking=eyJmaXJzdEltYWdlVHlwZSI6Iuato%20mdouWbviIsIml0ZW1UeXBlIjowLCJsaXN0SWQiOjEyNTAzMiwibGlzdFRpdGxlIjoiT3V0ZXJ3ZWFyICYgSmFja2V0cyIsImxpc3RUeXBlIjoyLCJtb2R1bGVJZCI6MywibW9kdWxlVHlwZSI6IkNPTExFQ1RJT05fT0ZGTElORSxHRU5FUkFMX0hPVCIsInByb2R1Y3RQcmltYXJ5SW1hZ2VGbGFnIjp0cnVlLCJzYWxlUHJpY2UiOjU5LjkwLCJzY2VuZSI6IkNBVEVHT1JZX0NPTExFQ1RJT04iLCJza2NGaXJzdEltZyI6IjE2OTExMjA3MDcwMDAtZG41MzNZLmpwZyIsInNwdSI6MTA1MzgwNCwic3B1Q29kZSI6IkNEMjAyMzA2MDEzMjMyODJPVSIsInN0cmF0ZWd5TmFtZSI6InJlY29fcmVxX3RpbWU6MTc2MzAzMzIyMjk5My1yZWNvX3JlcmFua19kaXNjb3VudF9kaXZlcnNpdHk6YmFzZS1yZWNvX3NvcnRfd2VpZ2h0X2J5X2NsaWNrX2xlbl9ob3RfY29sbGVjdGlvbjotcmVjb19yYW5rX2RlZXBfZm1fcDI6YmFzZTMtcmVjb19yZXJhbmtfbG9jYWxfYm9vc3RfdXNfMjAyNTA5MDg6YmFzZV8xMTA3LXJlY29fcmVyYW5rX2xvY2FsX2Jvb3N0X25vcnRoXzIwMjUwOTIyOmJhc2UtYWxsX3VzZXJfZXhwOmV4cC1jb2xsZWN0aW9uSWQ6MTI1MDMyOkNvbnRyb2wiLCJ0cmFja2luZ0lkIjoiNTc0NTY1MjUtYjY0Ni00YWYzLTg5MTMtMjdiZmY4NDQxYzc5In0%3D&activityId=10346&activity_id=10346
12,Zip Front Collared Puffer Jacket,Black,Regular,,Regular,100% Polyester,Solid,,High Neck,,,Yes,,Zipper,,https://img1.shopcider.com/product/1663677470000-Yj7C86.jpg,https://www.shopcider.com/goods/solid-zip-up-stand-collar-winter-down-jacket?style_id=126062&ciderListName=Outerwear%20&%20Jackets=&selectSkuIndex=0&moduleTitle=1&p=1024893&shopPage=31&shopIndex=11&navTitle=&navId=&listSource=activity-10346%3Bproduct-waterfall%3B11&listId=125032&listAttribute=&operationContent=&operationImage=&linkUrl=&operationpageTitle=&operationPosition=&operationType=&productPosition=12&strategyNameList=&businessTracking=eyJmaXJzdEltYWdlVHlwZSI6Iuato%20mdouWbviIsIml0ZW1UeXBlIjowLCJsaXN0SWQiOjEyNTAzMiwibGlzdFRpdGxlIjoiT3V0ZXJ3ZWFyICYgSmFja2V0cyIsImxpc3RUeXBlIjoyLCJtb2R1bGVJZCI6MywibW9kdWxlVHlwZSI6IkNPTExFQ1RJT05fT0ZGTElORSxHRU5FUkFMX0hPVCIsInByb2R1Y3RQcmltYXJ5SW1hZ2VGbGFnIjp0cnVlLCJzYWxlUHJpY2UiOjU3LjkwLCJzY2VuZSI6IkNBVEVHT1JZX0NPTExFQ1RJT04iLCJza2NGaXJzdEltZyI6IjE2NjM2Nzc0NTQwMDAtTnNqa2hwLmpwZyIsInNwdSI6MTAyNDg5Mywic3B1Q29kZSI6IkNEMjAyMjA4MzExNzA1MTBKQSIsInN0cmF0ZWd5TmFtZSI6InJlY29fcmVxX3RpbWU6MTc2MzAzMzIyMjk5My1yZWNvX3JlcmFua19kaXNjb3VudF9kaXZlcnNpdHk6YmFzZS1yZWNvX3NvcnRfd2VpZ2h0X2J5X2NsaWNrX2xlbl9ob3RfY29sbGVjdGlvbjotcmVjb19yYW5rX2RlZXBfZm1fcDI6YmFzZTMtcmVjb19yZXJhbmtfbG9jYWxfYm9vc3RfdXNfMjAyNTA5MDg6YmFzZV8xMTA3LXJlY29fcmVyYW5rX2xvY2FsX2Jvb3N0X25vcnRoXzIwMjUwOTIyOmJhc2UtYWxsX3VzZXJfZXhwOmV4cC1jb2xsZWN0aW9uSWQ6MTI1MDMyOkNvbnRyb2wiLCJ0cmFja2luZ0lkIjoiNTc0NTY1MjUtYjY0Ni00YWYzLTg5MTMtMjdiZmY4NDQxYzc5In0%3D&activityId=10346&activity_id=10346
13,Wool-look Collar Long Sleeve Button Oversized Longline Shacket,White,Oversized,,Long,100% Polyester; 100% Polyester,Solid,,Collar,,,Yes,Work,Button Pocket,,https://img1.shopcider.com/product/1758612429000-4zpiWH.jpg,https://www.shopcider.com/goods/wool-look-collar-long-sleeve-button-oversized-longline-shacket-114941653?style_id=2206856&ciderListName=Outerwear%20&%20Jackets=&selectSkuIndex=0&moduleTitle=1&p=114941653&shopPage=31&shopIndex=12&navTitle=&navId=&listSource=activity-10346%3Bproduct-waterfall%3B12&listId=125032&listAttribute=&operationContent=&operationImage=&linkUrl=&operationpageTitle=&operationPosition=&operationType=&productPosition=13&strategyNameList=&businessTracking=eyJmaXJzdEltYWdlVHlwZSI6Iuato%20mdouWbviIsIml0ZW1UeXBlIjowLCJsaXN0SWQiOjEyNTAzMiwibGlzdFRpdGxlIjoiT3V0ZXJ3ZWFyICYgSmFja2V0cyIsImxpc3RUeXBlIjoyLCJtb2R1bGVJZCI6MywibW9kdWxlVHlwZSI6IkNPTExFQ1RJT05fT0ZGTElORSxHRU5FUkFMX0hPVCIsInByb2R1Y3RQcmltYXJ5SW1hZ2VGbGFnIjp0cnVlLCJzYWxlUHJpY2UiOjU3LjkwLCJzY2VuZSI6IkNBVEVHT1JZX0NPTExFQ1RJT04iLCJza2NGaXJzdEltZyI6IjE3NTg2MTI0MjkwMDAtNHpwaVdILmpwZyIsInNwdSI6MTE0OTQxNjUzLCJzcHVDb2RlIjoiQ0QyMDI1MDcxNjYzMDY2OVRFIiwic3RyYXRlZ3lOYW1lIjoicmVjb19yZXFfdGltZToxNzYzMDMzMjIyOTkzLXJlY29fcmVyYW5rX2Rpc2NvdW50X2RpdmVyc2l0eTpiYXNlLXJlY29fc29ydF93ZWlnaHRfYnlfY2xpY2tfbGVuX2hvdF9jb2xsZWN0aW9uOi1yZWNvX3JhbmtfZGVlcF9mbV9wMjpiYXNlMy1yZWNvX3JlcmFua19sb2NhbF9ib29zdF91c18yMDI1MDkwODpiYXNlXzExMDctcmVjb19yZXJhbmtfbG9jYWxfYm9vc3Rfbm9ydGhfMjAyNTA5MjI6YmFzZS1hbGxfdXNlcl9leHA6ZXhwLWNvbGxlY3Rpb25JZDoxMjUwMzI6Q29udHJvbCIsInRyYWNraW5nSWQiOiI1NzQ1NjUyNS1iNjQ2LTRhZjMtODkxMy0yN2JmZjg0NDFjNzkifQ%3D%3D&activityId=10346&activity_id=10346
14,Reversible Cotton-blend Stand Collar Houndstooth Oversized Bomber Jacket,Beige,Oversized,,Long,65% Lyocell 35% Cotton; 98% Polyester 2% Elastane,Solid,,Mandarin Collar/Stand Collar,,,Yes,Daily Casual,Button Pocket Zipper,,https://img1.shopcider.com/product/1753681004000-STD83R.jpeg,https://www.shopcider.com/goods/two-way-cotton-blend-stand-collar-geometric-bomber-jacket-114774484?style_id=2185644&ciderListName=Outerwear%20&%20Jackets=&selectSkuIndex=0&moduleTitle=1&p=114774484&shopPage=31&shopIndex=13&navTitle=&navId=&listSource=activity-10346%3Bproduct-waterfall%3B13&listId=125032&listAttribute=&operationContent=&operationImage=&linkUrl=&operationpageTitle=&operationPosition=&operationType=&productPosition=14&strategyNameList=&businessTracking=eyJmaXJzdEltYWdlVHlwZSI6Iue6ouS6uuinhumikSIsIml0ZW1UeXBlIjowLCJsaXN0SWQiOjEyNTAzMiwibGlzdFRpdGxlIjoiT3V0ZXJ3ZWFyICYgSmFja2V0cyIsImxpc3RUeXBlIjoyLCJtb2R1bGVJZCI6MywibW9kdWxlVHlwZSI6IkNPTExFQ1RJT05fT0ZGTElORSxHRU5FUkFMX0hPVCIsInByb2R1Y3RQcmltYXJ5SW1hZ2VGbGFnIjp0cnVlLCJzYWxlUHJpY2UiOjcyLjkwLCJzY2VuZSI6IkNBVEVHT1JZX0NPTExFQ1RJT04iLCJza2NGaXJzdEltZyI6IjE3NTYzNTU3MTIwMDAtbnN4NmtuXzM2MC5tcDQiLCJzcHUiOjExNDc3NDQ4NCwic3B1Q29kZSI6IkNEMjAyNTA0MTA2MDk3ODJKQSIsInN0cmF0ZWd5TmFtZSI6InJlY29fcmVxX3RpbWU6MTc2MzAzMzIyMjk5My1yZWNvX3JlcmFua19kaXNjb3VudF9kaXZlcnNpdHk6YmFzZS1yZWNvX3NvcnRfd2VpZ2h0X2J5X2NsaWNrX2xlbl9ob3RfY29sbGVjdGlvbjotcmVjb19yYW5rX2RlZXBfZm1fcDI6YmFzZTMtcmVjb19yZXJhbmtfbG9jYWxfYm9vc3RfdXNfMjAyNTA5MDg6YmFzZV8xMTA3LXJlY29fcmVyYW5rX2xvY2FsX2Jvb3N0X25vcnRoXzIwMjUwOTIyOmJhc2UtYWxsX3VzZXJfZXhwOmV4cC1jb2xsZWN0aW9uSWQ6MTI1MDMyOkNvbnRyb2wiLCJ0cmFja2luZ0lkIjoiNTc0NTY1MjUtYjY0Ni00YWYzLTg5MTMtMjdiZmY4NDQxYzc5In0%3D&activityId=10346&activity_id=10346
15,High Neck Double Breasted Belted Oversized Coat,Navy,Oversized,,Long,100% Polyester; 100% Polyester,Solid,,High Neck,,,Yes,Daily Casual,Button Pocket,,https://img1.shopcider.com/product/1755782197000-p6aHsd.jpg,https://www.shopcider.com/goods/high-neck-double-breasted-oversized-coat-114871677?style_id=2198743&ciderListName=Outerwear%20&%20Jackets=&selectSkuIndex=0&moduleTitle=1&p=114871677&shopPage=31&shopIndex=14&navTitle=&navId=&listSource=activity-10346%3Bproduct-waterfall%3B14&listId=125032&listAttribute=&operationContent=&operationImage=&linkUrl=&operationpageTitle=&operationPosition=&operationType=&productPosition=15&strategyNameList=&businessTracking=eyJmaXJzdEltYWdlVHlwZSI6Iuato%20mdouS4iuWNiui6qyIsIml0ZW1UeXBlIjowLCJsaXN0SWQiOjEyNTAzMiwibGlzdFRpdGxlIjoiT3V0ZXJ3ZWFyICYgSmFja2V0cyIsImxpc3RUeXBlIjoyLCJtb2R1bGVJZCI6MywibW9kdWxlVHlwZSI6IkNPTExFQ1RJT05fT0ZGTElORSxHRU5FUkFMX0hPVCIsInByb2R1Y3RQcmltYXJ5SW1hZ2VGbGFnIjp0cnVlLCJzYWxlUHJpY2UiOjY3LjkwLCJzY2VuZSI6IkNBVEVHT1JZX0NPTExFQ1RJT04iLCJza2NGaXJzdEltZyI6IjE3NTg1NDQxNjMwMDAtVFRlM01YLmpwZyIsInNwdSI6MTE0ODcxNjc3LCJzcHVDb2RlIjoiQ0QyMDI1MDYxODYyMzg2M1RDIiwic3RyYXRlZ3lOYW1lIjoicmVjb19yZXFfdGltZToxNzYzMDMzMjIyOTkzLXJlY29fcmVyYW5rX2Rpc2NvdW50X2RpdmVyc2l0eTpiYXNlLXJlY29fc29ydF93ZWlnaHRfYnlfY2xpY2tfbGVuX2hvdF9jb2xsZWN0aW9uOi1yZWNvX3JhbmtfZGVlcF9mbV9wMjpiYXNlMy1yZWNvX3JlcmFua19sb2NhbF9ib29zdF91c18yMDI1MDkwODpiYXNlXzExMDctcmVjb19yZXJhbmtfbG9jYWxfYm9vc3Rfbm9ydGhfMjAyNTA5MjI6YmFzZS1hbGxfdXNlcl9leHA6ZXhwLWNvbGxlY3Rpb25JZDoxMjUwMzI6Q29udHJvbCIsInRyYWNraW5nSWQiOiI1NzQ1NjUyNS1iNjQ2LTRhZjMtODkxMy0yN2JmZjg0NDFjNzkifQ%3D%3D&activityId=10346&activity_id=10346
16,Cotton Plaid Hooded Drawstring Contrasting Lace Oversized Jacket,multicolor,Oversized,,Long,100% Cotton; 100% Polyester,Checks,,Hooded,,,Yes,Daily Casual,Contrasting Lace Drawstring,,https://img1.shopcider.com/product/1752585014000-eFY3Pt.jpg,https://www.shopcider.com/goods/cotton-plaid-hooded-long-sleeve-drawstring-contrasting-lace-jacket-114771487?style_id=2184757&ciderListName=Outerwear%20&%20Jackets=&selectSkuIndex=0&moduleTitle=1&p=114771487&shopPage=31&shopIndex=15&navTitle=&navId=&listSource=activity-10346%3Bproduct-waterfall%3B15&listId=125032&listAttribute=&operationContent=&operationImage=&linkUrl=&operationpageTitle=&operationPosition=&operationType=&productPosition=16&strategyNameList=&businessTracking=eyJmaXJzdEltYWdlVHlwZSI6Iuato%20mdouWbviIsIml0ZW1UeXBlIjowLCJsaXN0SWQiOjEyNTAzMiwibGlzdFRpdGxlIjoiT3V0ZXJ3ZWFyICYgSmFja2V0cyIsImxpc3RUeXBlIjoyLCJtb2R1bGVJZCI6MywibW9kdWxlVHlwZSI6IkNPTExFQ1RJT05fT0ZGTElORSxHRU5FUkFMX0hPVCIsIm9yaWdpbmFsUHJpY2UiOjU3LjkwLCJwcm9kdWN0UHJpbWFyeUltYWdlRmxhZyI6dHJ1ZSwic2FsZVByaWNlIjo0Ni4zMiwic2NlbmUiOiJDQVRFR09SWV9DT0xMRUNUSU9OIiwic2tjRmlyc3RJbWciOiIxNzUyNTg1MDE0MDAwLWVGWTNQdC5qcGciLCJzcHUiOjExNDc3MTQ4Nywic3B1Q29kZSI6IkNEMjAyNTA1Mjk2MTk4OTZUUyIsInN0cmF0ZWd5TmFtZSI6InJlY29fcmVxX3RpbWU6MTc2MzAzMzIyMjk5My1yZWNvX3JlcmFua19kaXNjb3VudF9kaXZlcnNpdHk6YmFzZS1yZWNvX3NvcnRfd2VpZ2h0X2J5X2NsaWNrX2xlbl9ob3RfY29sbGVjdGlvbjotcmVjb19yYW5rX2RlZXBfZm1fcDI6YmFzZTMtcmVjb19yZXJhbmtfbG9jYWxfYm9vc3RfdXNfMjAyNTA5MDg6YmFzZV8xMTA3LXJlY29fcmVyYW5rX2xvY2FsX2Jvb3N0X25vcnRoXzIwMjUwOTIyOmJhc2UtYWxsX3VzZXJfZXhwOmV4cC1jb2xsZWN0aW9uSWQ6MTI1MDMyOkNvbnRyb2wiLCJ0cmFja2luZ0lkIjoiNTc0NTY1MjUtYjY0Ni00YWYzLTg5MTMtMjdiZmY4NDQxYzc5In0%3D&activityId=10346&activity_id=10346
17,Cotton-Blend Gingham Colorblock Collar Zip Through Oversized Barn Jacket,multicolor,Oversized,,Regular,63% Cotton 37% Polyamide; 70% Polyester 28% Cotton 2% Elastane; 50% Polyester 50% Polyurethane,Solid,,Collar,,,Yes,Work,Button Pocket Zipper,,https://img1.shopcider.com/product/1757992412000-mJzPry.jpg,https://www.shopcider.com/goods/cotton-blend-gingham-colorblock-collar-zip-through-oversized-jacket-114906193?style_id=2203571&ciderListName=Outerwear%20&%20Jackets=&selectSkuIndex=0&moduleTitle=1&p=114906193&shopPage=31&shopIndex=16&navTitle=&navId=&listSource=activity-10346%3Bproduct-waterfall%3B16&listId=125032&listAttribute=&operationContent=&operationImage=&linkUrl=&operationpageTitle=&operationPosition=&operationType=&productPosition=17&strategyNameList=&businessTracking=eyJmaXJzdEltYWdlVHlwZSI6Iuato%20mdouS4iuWNiui6qyIsIml0ZW1UeXBlIjowLCJsaXN0SWQiOjEyNTAzMiwibGlzdFRpdGxlIjoiT3V0ZXJ3ZWFyICYgSmFja2V0cyIsImxpc3RUeXBlIjoyLCJtb2R1bGVJZCI6MywibW9kdWxlVHlwZSI6IkNPTExFQ1RJT05fT0ZGTElORSxHRU5FUkFMX0hPVCIsInByb2R1Y3RQcmltYXJ5SW1hZ2VGbGFnIjp0cnVlLCJzYWxlUHJpY2UiOjc0LjkwLCJzY2VuZSI6IkNBVEVHT1JZX0NPTExFQ1RJT04iLCJza2NGaXJzdEltZyI6IjE3NTkyMjQyMDMwMDAtbjZrUnczLmpwZyIsInNwdSI6MTE0OTA2MTkzLCJzcHVDb2RlIjoiQ0QyMDI1MDYwNjYyMDYzOUpBIiwic3RyYXRlZ3lOYW1lIjoicmVjb19yZXFfdGltZToxNzYzMDMzMjIyOTkzLXJlY29fcmVyYW5rX2Rpc2NvdW50X2RpdmVyc2l0eTpiYXNlLXJlY29fc29ydF93ZWlnaHRfYnlfY2xpY2tfbGVuX2hvdF9jb2xsZWN0aW9uOi1yZWNvX3JhbmtfZGVlcF9mbV9wMjpiYXNlMy1yZWNvX3JlcmFua19sb2NhbF9ib29zdF91c18yMDI1MDkwODpiYXNlXzExMDctcmVjb19yZXJhbmtfbG9jYWxfYm9vc3Rfbm9ydGhfMjAyNTA5MjI6YmFzZS1hbGxfdXNlcl9leHA6ZXhwLWNvbGxlY3Rpb25JZDoxMjUwMzI6Q29udHJvbCIsInRyYWNraW5nSWQiOiI1NzQ1NjUyNS1iNjQ2LTRhZjMtODkxMy0yN2JmZjg0NDFjNzkifQ%3D%3D&activityId=10346&activity_id=10346
18,Wool-look Collar Button Pocket Cinched Waist Jacket,Brown,Regular,,Regular,80% Polyester 20% Wool; 100% Polyester,Solid,,Collar,,,Yes,Work,Button Pocket,,https://img1.shopcider.com/product/1757562137000-XRBM88.jpg,https://www.shopcider.com/goods/wool-look-collar-button-longline-blazer-jacket-114866824?style_id=2198375&ciderListName=Outerwear%20&%20Jackets=&selectSkuIndex=0&moduleTitle=1&p=114866824&shopPage=31&shopIndex=17&navTitle=&navId=&listSource=activity-10346%3Bproduct-waterfall%3B17&listId=125032&listAttribute=&operationContent=&operationImage=&linkUrl=&operationpageTitle=&operationPosition=&operationType=&productPosition=18&strategyNameList=&businessTracking=eyJmaXJzdEltYWdlVHlwZSI6Iuato%20mdouS4iuWNiui6qyIsIml0ZW1UeXBlIjowLCJsaXN0SWQiOjEyNTAzMiwibGlzdFRpdGxlIjoiT3V0ZXJ3ZWFyICYgSmFja2V0cyIsImxpc3RUeXBlIjoyLCJtb2R1bGVJZCI6MywibW9kdWxlVHlwZSI6IkNPTExFQ1RJT05fT0ZGTElORSxHRU5FUkFMX0hPVCIsInByb2R1Y3RQcmltYXJ5SW1hZ2VGbGFnIjp0cnVlLCJzYWxlUHJpY2UiOjkyLjkwLCJzY2VuZSI6IkNBVEVHT1JZX0NPTExFQ1RJT04iLCJza2NGaXJzdEltZyI6IjE3NTkyMjQyMDMwMDAtaWhSN1huLmpwZyIsInNwdSI6MTE0ODY2ODI0LCJzcHVDb2RlIjoiQ0QyMDI1MDYwNjYyMDgwMkpBIiwic3RyYXRlZ3lOYW1lIjoicmVjb19yZXFfdGltZToxNzYzMDMzMjIyOTkzLXJlY29fcmVyYW5rX2Rpc2NvdW50X2RpdmVyc2l0eTpiYXNlLXJlY29fc29ydF93ZWlnaHRfYnlfY2xpY2tfbGVuX2hvdF9jb2xsZWN0aW9uOi1yZWNvX3JhbmtfZGVlcF9mbV9wMjpiYXNlMy1yZWNvX3JlcmFua19sb2NhbF9ib29zdF91c18yMDI1MDkwODpiYXNlXzExMDctcmVjb19yZXJhbmtfbG9jYWxfYm9vc3Rfbm9ydGhfMjAyNTA5MjI6YmFzZS1hbGxfdXNlcl9leHA6ZXhwLWNvbGxlY3Rpb25JZDoxMjUwMzI6Q29udHJvbCIsInRyYWNraW5nSWQiOiI1NzQ1NjUyNS1iNjQ2LTRhZjMtODkxMy0yN2JmZjg0NDFjNzkifQ%3D%3D&activityId=10346&activity_id=10346
19,Faux Leather Collar Solid Pocket Zipper Bomber Jacket,Burgundy,Oversized,,Regular,55% Polyurethane 45% Polyester,Solid,,Collar,,,Yes,School,Pocket Zipper,,https://img1.shopcider.com/product/1725869058000-5ZdTe3.jpg,https://www.shopcider.com/goods/faux-leather-collar-solid-pocket-zipper-bomber-113508935?style_id=2044867&ciderListName=Outerwear%20&%20Jackets=&selectSkuIndex=0&moduleTitle=1&p=113508935&shopPage=31&shopIndex=18&navTitle=&navId=&listSource=activity-10346%3Bproduct-waterfall%3B18&listId=125032&listAttribute=&operationContent=&operationImage=&linkUrl=&operationpageTitle=&operationPosition=&operationType=&productPosition=19&strategyNameList=&businessTracking=eyJmaXJzdEltYWdlVHlwZSI6Iue6ouS6uuinhumikSIsIml0ZW1UeXBlIjowLCJsaXN0SWQiOjEyNTAzMiwibGlzdFRpdGxlIjoiT3V0ZXJ3ZWFyICYgSmFja2V0cyIsImxpc3RUeXBlIjoyLCJtb2R1bGVJZCI6MywibW9kdWxlVHlwZSI6IkNPTExFQ1RJT05fT0ZGTElORSxHRU5FUkFMX0hPVCIsInByb2R1Y3RQcmltYXJ5SW1hZ2VGbGFnIjp0cnVlLCJzYWxlUHJpY2UiOjYyLjkwLCJzY2VuZSI6IkNBVEVHT1JZX0NPTExFQ1RJT04iLCJza2NGaXJzdEltZyI6IjE3MzkxODA0NjQwMDAtbmVraXh5XzM2MC5tcDQiLCJzcHUiOjExMzUwODkzNSwic3B1Q29kZSI6IkNEMjAyNDA3MjI1MTY5MzBKQSIsInN0cmF0ZWd5TmFtZSI6InJlY29fcmVxX3RpbWU6MTc2MzAzMzIyMjk5My1yZWNvX3JlcmFua19kaXNjb3VudF9kaXZlcnNpdHk6YmFzZS1yZWNvX3NvcnRfd2VpZ2h0X2J5X2NsaWNrX2xlbl9ob3RfY29sbGVjdGlvbjotcmVjb19yYW5rX2RlZXBfZm1fcDI6YmFzZTMtcmVjb19yZXJhbmtfbG9jYWxfYm9vc3RfdXNfMjAyNTA5MDg6YmFzZV8xMTA3LXJlY29fcmVyYW5rX2xvY2FsX2Jvb3N0X25vcnRoXzIwMjUwOTIyOmJhc2UtYWxsX3VzZXJfZXhwOmV4cC1jb2xsZWN0aW9uSWQ6MTI1MDMyOkNvbnRyb2wiLCJ0cmFja2luZ0lkIjoiNTc0NTY1MjUtYjY0Ni00YWYzLTg5MTMtMjdiZmY4NDQxYzc5In0%3D&activityId=10346&activity_id=10346
20,Faux Leather Zipper Jacket,Black,,,,55% Polyester 45% pu,,,,,,,Daily Casual,,,https://img1.shopcider.com/product/1663845869000-2bhXwy.jpg,https://www.shopcider.com/goods/brown-faux-leather-jacket?style_id=125620&ciderListName=Outerwear%20&%20Jackets=&selectSkuIndex=0&moduleTitle=1&p=1020097&shopPage=31&shopIndex=19&navTitle=&navId=&listSource=activity-10346%3Bproduct-waterfall%3B19&listId=125032&listAttribute=&operationContent=&operationImage=&linkUrl=&operationpageTitle=&operationPosition=&operationType=&productPosition=20&strategyNameList=&businessTracking=eyJmaXJzdEltYWdlVHlwZSI6Iuato%20mdouWbviIsIml0ZW1UeXBlIjowLCJsaXN0SWQiOjEyNTAzMiwibGlzdFRpdGxlIjoiT3V0ZXJ3ZWFyICYgSmFja2V0cyIsImxpc3RUeXBlIjoyLCJtb2R1bGVJZCI6MywibW9kdWxlVHlwZSI6IkNPTExFQ1RJT05fT0ZGTElORSxHRU5FUkFMX0hPVCIsInByb2R1Y3RQcmltYXJ5SW1hZ2VGbGFnIjp0cnVlLCJzYWxlUHJpY2UiOjY3LjkwLCJzY2VuZSI6IkNBVEVHT1JZX0NPTExFQ1RJT04iLCJza2NGaXJzdEltZyI6IjE2NjM4NDU4NjkwMDAtMmJoWHd5LmpwZyIsInNwdSI6MTAyMDA5Nywic3B1Q29kZSI6IkNEMjAyMjA1MjMxMDQ3NjVKQSIsInN0cmF0ZWd5TmFtZSI6InJlY29fcmVxX3RpbWU6MTc2MzAzMzIyMjk5My1yZWNvX3JlcmFua19kaXNjb3VudF9kaXZlcnNpdHk6YmFzZS1yZWNvX3NvcnRfd2VpZ2h0X2J5X2NsaWNrX2xlbl9ob3RfY29sbGVjdGlvbjotcmVjb19yYW5rX2RlZXBfZm1fcDI6YmFzZTMtcmVjb19yZXJhbmtfbG9jYWxfYm9vc3RfdXNfMjAyNTA5MDg6YmFzZV8xMTA3LXJlY29fcmVyYW5rX2xvY2FsX2Jvb3N0X25vcnRoXzIwMjUwOTIyOmJhc2UtYWxsX3VzZXJfZXhwOmV4cC1jb2xsZWN0aW9uSWQ6MTI1MDMyOkNvbnRyb2wiLCJ0cmFja2luZ0lkIjoiNTc0NTY1MjUtYjY0Ni00YWYzLTg5MTMtMjdiZmY4NDQxYzc5In0%3D&activityId=10346&activity_id=10346
21,Faux Leather Stand Collar Zipper Biker Jacket,Brown,,,,55% pu 45% viscose,,,,,,,Daily Casual Outdoor,Button Pocket Zipper,,https://img1.shopcider.com/product/1690013989000-cK4t46.jpg,https://www.shopcider.com/goods/pu-stand-collar-zipper-biker-jacket-100427048?style_id=1153320&ciderListName=Outerwear%20&%20Jackets=&selectSkuIndex=0&moduleTitle=1&p=100427048&shopPage=31&shopIndex=20&navTitle=&navId=&listSource=activity-10346%3Bproduct-waterfall%3B20&listId=125032&listAttribute=&operationContent=&operationImage=&linkUrl=&operationpageTitle=&operationPosition=&operationType=&productPosition=21&strategyNameList=&businessTracking=eyJmaXJzdEltYWdlVHlwZSI6Iue6ouS6uuinhumikSIsIml0ZW1UeXBlIjowLCJsaXN0SWQiOjEyNTAzMiwibGlzdFRpdGxlIjoiT3V0ZXJ3ZWFyICYgSmFja2V0cyIsImxpc3RUeXBlIjoyLCJtb2R1bGVJZCI6MywibW9kdWxlVHlwZSI6IkNPTExFQ1RJT05fT0ZGTElORSxHRU5FUkFMX0hPVCIsInByb2R1Y3RQcmltYXJ5SW1hZ2VGbGFnIjp0cnVlLCJzYWxlUHJpY2UiOjY5LjkwLCJzY2VuZSI6IkNBVEVHT1JZX0NPTExFQ1RJT04iLCJza2NGaXJzdEltZyI6IjE3NDcxMTU4MzEwMDAtamVtZWM2XzM2MC5tcDQiLCJzcHUiOjEwMDQyNzA0OCwic3B1Q29kZSI6IkNEMjAyMzA2MjgzMzU2NjVKQSIsInN0cmF0ZWd5TmFtZSI6InJlY29fcmVxX3RpbWU6MTc2MzAzMzIyMjk5My1yZWNvX3JlcmFua19kaXNjb3VudF9kaXZlcnNpdHk6YmFzZS1yZWNvX3NvcnRfd2VpZ2h0X2J5X2NsaWNrX2xlbl9ob3RfY29sbGVjdGlvbjotcmVjb19yYW5rX2RlZXBfZm1fcDI6YmFzZTMtcmVjb19yZXJhbmtfbG9jYWxfYm9vc3RfdXNfMjAyNTA5MDg6YmFzZV8xMTA3LXJlY29fcmVyYW5rX2xvY2FsX2Jvb3N0X25vcnRoXzIwMjUwOTIyOmJhc2UtYWxsX3VzZXJfZXhwOmV4cC1jb2xsZWN0aW9uSWQ6MTI1MDMyOkNvbnRyb2wiLCJ0cmFja2luZ0lkIjoiNTc0NTY1MjUtYjY0Ni00YWYzLTg5MTMtMjdiZmY4NDQxYzc5In0%3D&activityId=10346&activity_id=10346
